director_name,actor_2_name,gross,actor_1_name,actor_3_name,facenumber_in_poster,budget,imdb_score
John Singleton,Vanessa Williams,70327868,Christian Bale,Daniel von Bargen,0,46000000,5.9
Don Bluth,Kelsey Grammer,58297830,Kirsten Dunst,Bernadette Peters,1,50000000,7.1
Baz Luhrmann,Kylie Minogue,57386369,Jim Broadbent,Richard Roxburgh,1,52500000,7.6
Harold Becker,Teri Polo,45207112,Steve Buscemi,Matt O'Leary,1,53000000,5.5
Scott Cooper,Benedict Cumberbatch,62563543,Johnny Depp,Adam Scott,7,53000000,7
Clint Eastwood,Chris Bauer,33574332,Paul Walker,Tom McCarthy,0,90000000,7.1
F. Gary Gray,Leslie Bibb,73343413,Gerard Butler,Michael Kelly,0,50000000,7.4
Robert Rodriguez,Rosario Dawson,25031037,Quentin Tarantino,Zoë Bell,0,53000000,7.6
Jonathan Demme,Kimberly Elise,22843047,Oprah Winfrey,Hill Harper,1,55000000,5.9
Curtis Hanson,Robert Duvall,5755286,Robert Downey Jr.,Kelvin Han Yee,1,55000000,5.9
Steven Spielberg,Tom Hanks,164435221,Leonardo DiCaprio,Jennifer Garner,0,52000000,8
Kathryn Bigelow,Harold Perrineau,95720716,Jennifer Ehle,Parker Sawyers,0,40000000,7.4
Peyton Reed,John Michael Higgins,118683135,Jon Favreau,Ann-Margret,1,52000000,5.8
Phyllida Lloyd,Meryl Streep,143704210,Colin Firth,Julie Walters,1,52000000,6.3
Garry Marshall,Taylor Lautner,110476776,Bradley Cooper,Anne Hathaway,12,52000000,5.7
Jay Chandrasekhar,Jessica Simpson,80270227,Alice Greczyn,Michael Weston,5,50000000,5.1
Terrence Malick,Miranda Otto,36385763,Nick Stahl,Dash Mihok,0,52000000,7.6
David Dobkin,Olivia Wilde,37035845,Ryan Reynolds,Mircea Monroe,2,52000000,6.4
Milos Forman,Gerry Becker,34580635,Matt Price,Tom Dreesen,1,52000000,7.4
Martin Scorsese,Don Rickles,42438300,Robert De Niro,Kevin Pollak,2,52000000,8.2
Pierre Morel,Amber Rose Revah,23324666,Kasia Smutniak,Rebecca Dayan,1,52000000,6.5
Paul Hunter,Mako,23020488,Jaime King,Victoria Smurfit,3,52000000,5.5
Bobby Farrelly,Tony Cox,90567722,Robert Forster,Rob Moran,1,51000000,6.5
Steve Oedekerk,Wanda Sykes,72601713,Rob Paulsen,Maurice LaMarche,1,51000000,5.6
John Whitesell,Jorge Garcia,35092918,Matthew Broderick,Alia Shawkat,0,,4.9
Chris Weitz,Kristen Stewart,296623634,Robert Pattinson,Taylor Lautner,2,50000000,4.6
Andrew Adamson,Chris Miller,267652016,Kathleen Freeman,Bobby Block,1,60000000,7.9
George Nolfi,Michael Kelly,62453315,Matt Damon,Jon Stewart,2,50200000,7.1
Kevin Reynolds,Morgan Freeman,165500000,Alan Rickman,Michael Wincott,0,48000000,6.9
Cameron Crowe,Kelly Preston,153620822,Tom Cruise,Bonnie Hunt,0,50000000,7.3
Seth MacFarlane,Seth MacFarlane,218628680,Mila Kunis,Tom Skerritt,1,50000000,7
James L. Brooks,Yeardley Smith,147637474,Lupe Ontiveros,Shirley Knight,0,50000000,7.7
Tom Shadyac,Philip Seymour Hoffman,135014968,Robin Williams,Monica Potter,1,50000000,6.7
Adam McKay,Will Ferrell,2175312,Harrison Ford,Steve Carell,2,50000000,6.3
Steven Brill,Adam Sandler,126203320,Steve Buscemi,Peter Gallagher,1,50000000,5.8
J.J. Abrams,AJ Michalka,126975169,Joel Courtney,Zach Mills,0,50000000,7.1
Steven Soderbergh,Albert Finney,125548685,Julia Roberts,Conchata Ferrell,0,52000000,7.3
Donald Petrie,Adam Goldberg,105807520,Matthew McConaughey,Thomas Lennon,2,50000000,6.4
Phil Lord,Craig Roberts,191616238,Channing Tatum,Amber Stevens West,2,50000000,7.1
Neil Jordan,Tom Cruise,105264608,Brad Pitt,Kirsten Dunst,0,60000000,7.6
Peyton Reed,Zooey Deschanel,97680195,Bradley Cooper,Danny Masterson,1,70000000,6.8
Rawson Marshall Thurber,Thomas Kretschmann,126088877,Dwayne Johnson,Megan Park,2,50000000,6.6
Chris Columbus,Liam Aiken,91030827,Julia Roberts,Herbert Russell,2,50000000,6.7
Sean Anders,Linda Cardellini,150315155,Will Ferrell,Mark L. Young,2,50000000,6.1
Rob Marshall,Meryl Streep,127997349,Johnny Depp,Anna Kendrick,1,50000000,6
Spike Lee,James Ransone,88504640,Denzel Washington,Peter Gerety,2,45000000,7.6
Brian Helgeland,Deborah Kara Unger,81517441,Bill Duke,William Devane,1,50000000,7.1
Frank Marshall,Joe Don Baker,81022333,Dylan Walsh,Grant Heslov,0,50000000,5
Cameron Crowe,Matt Damon,75621915,Scarlett Johansson,Stephanie Szostak,3,,7.1
Alex Proyas,Ben Mendelsohn,79948113,Nicolas Cage,Chandler Canterbury,0,50000000,6.2
Tom Dey,Matthew McConaughey,88658172,Bradley Cooper,Zooey Deschanel,2,50000000,5.6
Hideo Nakata,Gary Cole,75888270,Naomi Watts,Sissy Spacek,0,,5.4
Glenn Ficarra,Emma Stone,84244877,Ryan Gosling,Steve Carell,7,50000000,7.4
Peter Hewitt,Mark Christopher Lawrence,75367693,Bill Murray,Michael Monks,0,35000000,5
Joe Roth,Cheech Marin,73701902,Jamie Lee Curtis,Jake Busey,1,60000000,5.2
Bennett Miller,Robin Wright,75605492,Philip Seymour Hoffman,Brad Pitt,1,50000000,7.6
Wolfgang Petersen,Morgan Freeman,67823573,Kevin Spacey,Rene Russo,3,50000000,6.6
Jaume Collet-Serra,Nate Parker,91439400,Liam Neeson,Scoot McNairy,0,50000000,7
Andy Fickman,Billy Brown,67128202,Dwayne Johnson,Tom Everett Scott,3,65000000,5.7
James McTeigue,Eddie Marsan,70496802,Natalie Portman,Rupert Graves,1,54000000,8.2
David Dobkin,Anna-Louise Plowman,60470220,Fann Wong,Georgina Chapman,2,50000000,6.2
,Gemma Jones,,Bernard Hill,Nicola Walker,2,,7.9
Matthew O'Callaghan,Frank Welker,58336565,Will Ferrell,Alexander Gould,0,50000000,6.6
Angela Robinson,Thomas Lennon,66002004,Scoot McNairy,Cheryl Hines,1,50000000,4.7
Gary Fleder,Jennifer Esposito,54997476,Oliver Platt,Conrad Goode,0,50000000,6.3
Tommy Wirkola,Derek Mears,55682070,Jeremy Renner,Ingrid Bolsø Berdal,2,50000000,6.1
Adrian Lyne,Erik Per Sullivan,52752475,Olivier Martinez,Chad Lowe,0,50000000,6.7
D.J. Caruso,Emily Wickersham,55092830,Alex Pettyfer,Reuben Langdon,1,60000000,6.1
Stephen Gaghan,Amr Waked,50815288,Matt Damon,Kayvan Novak,0,50000000,7
Michael Bay,James Badge Dale,52822418,Toby Stephens,David Costabile,0,50000000,7.4
Jorge R. Gutiérrez,Hector Elizondo,50150619,Channing Tatum,Ana de la Reguera,1,50000000,7.3
Richard Loncraine,Harrison Ford,48745150,Jimmy Bennett,Mary Lynn Rajskub,1,50000000,5.8
Clint Eastwood,Mark Margolis,50007168,Clint Eastwood,Scott Glenn,0,50000000,6.7
Ridley Scott,Demi Moore,48154732,Viggo Mortensen,John Michael Higgins,1,50000000,5.8
David Fincher,Armin Mueller-Stahl,48265581,Deborah Kara Unger,Charles Martinet,1,50000000,7.8
Christophe Gans,Deborah Kara Unger,46982632,Radha Mitchell,Alice Krige,0,50000000,6.6
Howard Deutch,Jon Favreau,44737059,Keanu Reeves,Faizon Love,1,50000000,6.5
Jon Hurwitz,Dania Ramirez,56724080,Alyson Hannigan,Natasha Lyonne,7,50000000,6.7
F. Gary Gray,Michael Cudlitz,44484065,Kevin Spacey,Siobhan Fallon Hogan,2,50000000,7.3
Steven Quale,Alycia Debnam-Carey,47553512,Matt Walsh,Scott Lawrence,0,50000000,5.8
John Landis,Jon Tenney,42610000,Louis Lombardi,Gilbert R. Hill,1,55000000,5.5
Joe Dante,Robert Picardo,41482207,Christopher Lee,Phoebe Cates,0,50000000,6.3
David Dobkin,Robert Duvall,47105085,Robert Downey Jr.,Leighton Meester,1,50000000,7.4
Mimi Leder,Holt McCallany,41256277,Armin Mueller-Stahl,Marcel Iures,2,50000000,5.9
Alexander Witt,Thomas Kretschmann,50740078,Milla Jovovich,Mike Epps,1,45000000,6.2
Beeban Kidron,Jim Broadbent,40203020,Colin Firth,Celia Imrie,1,40000000,5.9
Carl Franklin,Sanaa Lathan,40905277,Denzel Washington,John Billingsley,3,50000000,6.5
Steven Seagal,Joan Chen,38590500,Mike Starr,Sven-Ole Thorsen,1,50000000,4.4
Robert Rodriguez,Kristin Davis,39177541,Taylor Lautner,Taylor Dooley,1,50000000,3.5
Danny Boyle,Virginie Ledoyen,39778599,Leonardo DiCaprio,Peter Youngblood Hills,0,50000000,6.6
Garry Marshall,Felicity Huffman,37486138,Amber Valletta,Spencer Breslin,1,50000000,6
James McTeigue,Ben Miles,38105077,Shô Kosugi,Rain,0,40000000,6.4
Sam Raimi,Kelly Preston,35168395,J.K. Simmons,Carmine Giovinazzo,0,50000000,6.5
,Bruce Alexander,,David Jason,John Lyons,1,,7.8
Andrew Bergman,Rumer Willis,32800000,Demi Moore,Paul Guilfoyle,1,40000000,4.3
Tom Dey,Judy Greer,33643461,Emma Stone,Steve Coogan,0,50000000,4.2
Clint Eastwood,Jay Mohr,32741596,Matt Damon,Cécile De France,0,50000000,6.5
Barbet Schroeder,Chris Penn,31874869,Ryan Gosling,Agnes Bruckner,0,50000000,6.1
Richard Donner,Sylvester Stallone,30306268,Muse Watson,Kelly Rowan,0,50000000,6.3
Peter Webber,Stephen Walters,27667947,Li Gong,Richard Brake,0,50000000,6.2
Rob Reiner,Tim Matheson,27067160,Bruce Willis,Rita Wilson,1,50000000,5.9
Andrew Niccol,Chandler Canterbury,26616999,J.D. Evermore,Rachel Roberts,3,40000000,5.9
John McTiernan,Harry Connick Jr.,26536120,Connie Nielsen,Tim Daly,0,50000000,6.5
Clint Eastwood,Anjelica Huston,26199517,Clint Eastwood,Rick Hoffman,1,50000000,6.4
Tom Tykwer,Brían F. O'Byrne,25450527,Naomi Watts,Armin Mueller-Stahl,0,50000000,6.5
John Carpenter,Valeria Golino,25407250,Steve Buscemi,Michelle Forbes,0,50000000,5.7
,Brittany Curran,,Grey Damon,Aaron Hill,2,,7.5
Brad Bird,Harry Connick Jr.,23159305,Vin Diesel,M. Emmet Walsh,1,70000000,8
Wes Anderson,Anjelica Huston,24006726,Bill Murray,Matthew Gray Gubler,8,50000000,7.3
Gary Ross,Donald Watkins,20389967,Matthew McConaughey,Jessica Collins,1,50000000,6.7
Alan Parker,Kate Winslet,19593740,Kevin Spacey,Matt Craven,0,50000000,7.5
Stephen Herek,Vanessa Ferlito,19118247,Christina Milian,Kelli Garner,5,40000000,5.4
Jaume Collet-Serra,Common,26442251,Liam Neeson,Bruce McGill,2,50000000,6.6
David Cronenberg,Naomi Watts,17114882,Viggo Mortensen,Raza Jaffrey,1,25000000,7.7
John Stockwell,James Frain,18472363,Paul Walker,Ashley Scott,3,50000000,5.8
Luc Besson,David Bailie,14131298,Paul Brooke,Rab Affleck,0,390000000,6.4
David Gordon Green,Zooey Deschanel,21557240,Natalie Portman,James Franco,3,49900000,5.6
Jim Sheridan,Gregory Smith,21283440,Naomi Watts,Sarah Gadon,0,55000000,6
Costa-Gavras,Blythe Danner,10556196,Mia Kirshner,William Atherton,2,50000000,6.2
Patrick Read Johnson,Lara Flynn Boyle,16671505,Joe Mantegna,Cynthia Nixon,1,50000000,5.9
Roland Joffé,Robert Duvall,10400000,Gary Oldman,Demi Moore,1,50000000,5.1
Doug Liman,Ty Burrell,9528092,Naomi Watts,Brooke Smith,2,22000000,6.8
,Tony Curran,,Julie Benz,Grant Bowler,3,,7
Tony Scott,Mo'Nique,10137232,Ian Ziering,Edgar Ramírez,0,50000000,6
William Friedkin,Chazz Palminteri,9795017,Michael Biehn,Linda Fiorentino,0,50000000,5.1
Mark Neveldine,Logan Lerman,20488579,Gerard Butler,Alison Lohman,1,50000000,5.8
Richard LaGravenese,Zoey Deutch,19445217,Alden Ehrenreich,Pruitt Taylor Vince,7,60000000,6.2
Danny DeVito,Vincent Schiavelli,8355815,Robin Williams,Danny Woodburn,2,55000000,6.4
Ben Stiller,Will Ferrell,28837115,Milla Jovovich,Justin Theroux,4,50000000,4.8
George Armitage,Andrew Wilson,6471394,Morgan Freeman,Willie Nelson,5,50000000,4.9
Mike Nichols,Linda Fiorentino,6291602,Judy Greer,Garry Shandling,0,50000000,5.6
Patrick Lussier,Billy Burke,10706786,Nicolas Cage,Katy Mixon,1,50000000,5.5
Andrzej Bartkowiak,Robin Shou,8742261,Chris Klein,Josie Ho,2,18000000,3.7
James Wong,Jet Li,43905746,Jason Statham,Delroy Lindo,1,49000000,5.9
,Graham McTavish,,Tobias Menzies,Stephen Walters,8,,8.5
Renny Harlin,Gilbert Gottfried,21413502,Lauren Holly,David Patrick Kelly,5,40000000,6.3
Richard Curtis,Charlie Rowe,7994115,Philip Seymour Hoffman,Tom Sturridge,2,,7.4
Steven Soderbergh,Jacob Vargas,124107476,Michael O'Neill,James Lew,0,48000000,7.6
Steven Spielberg,Julian Glover,197171806,Harrison Ford,Alison Doody,5,48000000,8.3
Joe Wright,Guro Nagelhus Schia,12802907,Kelly Macdonald,Matthew Macfadyen,1,,6.6
Neill Blomkamp,Sharlto Copley,31569268,Hugh Jackman,Jose Pablo Cantillo,0,49000000,6.9
Phillip Noyce,Angelina Jolie Pitt,66488090,Denzel Washington,Leland Orser,2,48000000,6.7
David Fincher,Dwight Yoakam,95308367,Kristen Stewart,Mel Rodriguez,0,48000000,6.8
Chuck Bowman,Lochlyn Munro,,P.J. Soles,Steve Bacic,0,1500000,4.6
David O. Russell,Jamie Kennedy,60652036,Judy Greer,Mykelti Williamson,1,48000000,7.1
Daniel Espinosa,Fares Fares,1206135,Tom Hardy,Michael Nardone,3,50000000,6.4
Jerry Zucker,Douglas Haase,56607223,Corinna Harney,Vince Vieluf,8,48000000,6.4
Iain Softley,Jeff Bridges,50173190,Kevin Spacey,Alfre Woodard,1,48000000,7.4
James Mangold,Natasha Lyonne,47095453,Hugh Jackman,Bradley Whitford,1,48000000,6.4
Harold Ramis,Frances O'Connor,37879996,Brendan Fraser,Brian Doyle-Murray,2,48000000,6
Francis Ford Coppola,Bob Hoskins,25900000,Nicolas Cage,Fred Gwynne,1,58000000,6.5
James Mangold,Logan Lerman,53574088,Christian Bale,Gretchen Mol,1,55000000,7.8
Olivier Megaton,Dougray Scott,89253340,Liam Neeson,Jon Gries,0,48000000,6
Steven Soderbergh,Albert Brooks,37339525,Don Cheadle,Keith Hudson,1,48000000,7
Ben Stiller,Janeane Garofalo,60154431,Matthew Broderick,Andy Dick,1,47000000,6
Deepa Mehta,Gulshan Grover,528972,Nandita Das,Eric Peterson,0,,7.8
Warren Beatty,Warren Beatty,103738726,Charlie Korsmo,Seymour Cassel,1,100000000,6.1
John McTiernan,Faye Dunaway,69304264,Mark Margolis,Denis Leary,0,48000000,6.8
Penny Marshall,Adam Garcia,29781453,Rosie Perez,Alissa Dean,1,48000000,6.4
Ted Kotcheff,Brian Dennehy,,Sylvester Stallone,Chris Mulkey,1,14000000,7.7
Andrei Tarkovsky,Anatoliy Solonitsyn,,Donatas Banionis,Natalya Bondarchuk,0,1000000,8.1
Paul Bolger,George Carlin,15519841,Sarah Michelle Gellar,Rob Paulsen,3,47000000,4.5
Stephen Frears,Bronagh Gallagher,5600000,Julia Roberts,George Cole,1,47000000,5.8
P.J. Hogan,Christopher Masterson,126805112,Julia Roberts,Rupert Everett,1,46000000,6.3
Joe Roth,Rainn Wilson,93607673,Julia Roberts,Larry King,4,48000000,5.7
Christopher Nolan,Maura Tierney,67263182,Al Pacino,Crystal Lowe,0,46000000,7.2
Jonathan Frakes,Alfre Woodard,92001027,LeVar Burton,Jonathan Frakes,2,45000000,7.6
Jimmy Hayward,Billy Blair,10539414,Michael Fassbender,Julia Jones,1,47000000,4.7
Edward Zwick,Matt Damon,58918501,Denzel Washington,Scott Glenn,1,46000000,6.6
Tom Shadyac,Swoosie Kurtz,181395380,Maura Tierney,Randall 'Tex' Cobb,1,45000000,6.8
Brad Furman,Amy Ryan,14946229,Joseph Gilgun,Olympia Dukakis,1,25000000,7.3
Terence Young,Ben Gazzara,,Laurence Olivier,Jacqueline Bisset,1,48000000,2.7
Brian Levant,Elizabeth Perkins,130512915,Jonathan Winters,Harvey Korman,2,45000000,4.8
Olivier Megaton,Luke Grimes,139852971,Liam Neeson,D.B. Sweeney,0,45000000,6.3
David Zucker,Pamela Anderson,110000082,Regina Hall,Jenny McCarthy,7,48000000,5.5
Donald Petrie,Wendy Raquel Robinson,106807667,Candice Bergen,Heather Burns,1,45000000,6.2
Eric Brevig,Brendan Fraser,101702060,Josh Hutcherson,Anita Briem,0,45000000,5.8
Garry Marshall,Raven-Symoné,95149435,Anne Hathaway,Hector Elizondo,2,40000000,5.7
Alan J. Pakula,Julia Roberts,100768056,Denzel Washington,Tony Goldwyn,0,45000000,6.5
Joel Schumacher,Anthony LaPaglia,92115211,Bradley Whitford,Brad Renfro,3,45000000,6.7
Rob Reiner,Noel Gugliemi,93452056,Morgan Freeman,Sean Hayes,1,45000000,7.4
Phillip Noyce,Polly Walker,83287363,Harrison Ford,Patrick Bergin,1,45000000,6.9
Robert Luketic,Jane Fonda,82931301,Adam Scott,Elaine Stritch,0,60000000,5.5
Denis Villeneuve,Jake Gyllenhaal,60962878,Hugh Jackman,Dylan Minnette,2,46000000,8.1
Antoine Fuqua,Snoop Dogg,76261036,Denzel Washington,Tom Berenger,2,45000000,7.7
Dean Parisot,Enrico Colantoni,71423726,Alan Rickman,Robin Sachs,3,45000000,7.3
Keenen Ivory Wayans,Veronica Cartwright,71277420,Natasha Lyonne,Andy Richter,7,45000000,5.2
James Bobin,Eric Jacobson,88625922,Bill Cobbs,Steve Whitmire,3,45000000,7.1
Stephen Norrington,Traci Lords,70001065,Sanaa Lathan,Udo Kier,1,45000000,7.1
Thomas Carter,Rick Gonzalez,67253092,Channing Tatum,Robert Ri'chard,0,30000000,7.2
Roger Michell,Matt Malloy,66790248,Sydney Pollack,Bruce Altman,0,45000000,6.5
Luis Llosa,Eric Stoltz,65557989,Frank Welker,Kari Wuhrer,0,45000000,4.6
David McNally,Tyra Banks,60786269,Adam Garcia,Izabella Miko,5,45000000,5.6
Richard Curtis,Liam Neeson,59365105,Colin Firth,Kris Marshall,9,45000000,7.7
John Lasseter,Madeline Kahn,162792677,Kevin Spacey,John Ratzenberger,0,120000000,7.2
Albert Hughes,Jason Flemyng,31598308,Johnny Depp,Ian Richardson,1,35000000,6.8
Luis Llosa,Rod Steiger,57362581,Sylvester Stallone,Emilio Estefan Jr.,2,45000000,5.4
Ron Shelton,Cheech Marin,53854588,Don Johnson,Rene Russo,0,45000000,6.3
Melville Shavelson,Tom Bosley,,Lucille Ball,Tim Matheson,0,2500000,7.2
Jesse Dylan,Will Ferrell,52580895,Josh Hutcherson,Robert Duvall,1,45000000,5.6
Garth Jennings,Kelly Macdonald,51019112,Zooey Deschanel,Thomas Lennon,0,50000000,6.8
Joel Zwick,Nick Zano,48114556,Dania Ramirez,Alice Greczyn,1,26000000,4.3
Russell Mulcahy,Mike Epps,50648679,Milla Jovovich,James Tumminia,1,45000000,6.3
Frank Coraci,Adam Sandler,46280507,Bella Thorne,Joel McHale,0,40000000,6.5
Wayne Wang,Alicia Witt,38360195,LL Cool J,Timothy Hutton,1,45000000,6.4
Curtis Hanson,Glenn Morshower,46815748,Meryl Streep,William Lucking,1,45000000,6.3
Frank Oz,Vincent Kartheiser,35617599,Steve Coogan,David Keith,1,45000000,5.9
Oliver Stone,Shea Whigham,47307550,Demián Bichir,Gary Stretch,4,45000000,6.5
David R. Ellis,Valerie Cruz,32003620,Richard Burgi,Will Beinbrink,1,25000000,6.5
Peter Howitt,Natalie Imbruglia,27972410,Kevin McNally,Ben Miller,1,35000000,6.1
John A. Davis,Meryl Streep,28133159,Nicolas Cage,Julia Roberts,1,50000000,5.9
David Lynch,Jürgen Prochnow,27400000,Virginia Madsen,José Ferrer,3,40000000,6.6
Julie Taymor,T.V. Carpio,24343673,Jim Sturgess,Robert Clohessy,0,45000000,7.4
Sam Mendes,Kate Winslet,22877808,Leonardo DiCaprio,Joe Komara,0,35000000,7.3
Richard Donner,David Zayas,36883539,Bruce Willis,Sasha Roiz,2,52000000,6.6
Mathieu Kassovitz,Charlotte Rampling,22531698,Vin Diesel,David Belle,0,70000000,5.6
John Gray,Bob Gunton,20400913,Alexa PenaVega,Keenen Ivory Wayans,1,45000000,5.3
Harold Ramis,Brian Doyle-Murray,20101861,John de Lancie,Obba Babatundé,0,45000000,6
John Schultz,Carter Jenkins,25200412,Malese Jow,Tim Meadows,3,45000000,5.4
Sean Penn,Adrien Dorval,19719930,Costas Mandylor,Nels Lennarson,0,45000000,6.8
Susan Stroman,Will Ferrell,19377727,Jon Lovitz,Matthew Broderick,3,45000000,6.4
Pete Travis,Jason Cope,13401683,Wood Harris,Rakie Ayola,0,35000000,7.1
Simon Wincer,Treat Williams,17300889,Cary-Hiroyuki Tagawa,Kristy Swanson,0,45000000,4.9
Billy Bob Thornton,Henry Thomas,15527125,Matt Damon,Sam Shepard,2,57000000,5.8
Oliver Stone,Bob Hoskins,13560960,Anthony Hopkins,Joan Allen,0,50000000,7.1
Roman Polanski,Olivia Williams,15523168,Jim Belushi,Timothy Hutton,2,45000000,7.2
Stephen Sommers,Jason Flemyng,11146409,Djimon Hounsou,Wes Studi,0,45000000,6
Spike Lee,Omari Hardwick,7916887,Joseph Gordon-Levitt,Laz Alonso,0,45000000,6
Yimou Zhang,Ye Liu,6565495,Li Gong,Man Li,2,45000000,7
Danny Pang,Charlie Yeung,15279680,Nicolas Cage,James With,1,40000000,5.4
Barry Sonnenfeld,Janeane Garofalo,7262288,Zooey Deschanel,Omar Epps,2,40000000,6.5
Mike Newell,Giovanna Mezzogiorno,4584886,Marcela Mar,Unax Ugalde,0,45000000,6.4
,Clotilde Hesme,,Pierre Perrier,Céline Sallette,9,,8.3
George P. Cosmatos,Ben Gazzara,2154540,Sam Waterston,Nicholas Turturro,2,45000000,4.9
Oliver Parker,Tim McInnerny,8129455,Daniel Kaluuya,Togo Igawa,1,45000000,6.3
Lawrence Kasanoff,Larry Miller,,Jerry Stiller,Harvey Fierstein,0,65000000,1.7
Ben Affleck,Scoot McNairy,136019448,Clea DuVall,Tate Donovan,1,44500000,7.7
Andrew Davis,Daniel Roebuck,183875760,Harrison Ford,Sela Ward,1,44000000,7.8
Andy Tennant,Dorian Missick,67061228,Gerard Butler,Peter Greene,1,40000000,5.5
Barry Levinson,Brad Pitt,53300852,Robert De Niro,Minnie Driver,3,44000000,7.5
George P. Cosmatos,Julia Nickson,150415432,Sylvester Stallone,Martin Kove,0,44000000,6.4
Brian Gibson,Demi Moore,44834712,Joseph Gordon-Levitt,Anne Heche,1,44000000,5.6
Norman Ferguson,Dickie Jones,84300000,Mel Blanc,Cliff Edwards,0,2600000,7.5
Michael Cimino,Sam Waterston,1500000,Jeff Bridges,Isabelle Huppert,0,44000000,6.8
Len Wiseman,Tony Curran,62318875,Sophia Myles,Derek Jacobi,1,50000000,6.8
Paul McGuigan,Spencer Wilding,5773519,Daniel Radcliffe,Daniel Mays,2,40000000,6
Gus Van Sant,Rob Brown,51768623,F. Murray Abraham,Michael Nouri,1,43000000,7.3
Betty Thomas,Viggo Mortensen,37035515,Steve Buscemi,Elizabeth Perkins,1,43000000,6
Louis Leterrier,Jet Li,24520892,Morgan Freeman,Bob Hoskins,1,45000000,7
Roger Kumble,Lillian Adams,24430272,Judith Chapman,Chelsea Bond,3,43000000,5.1
Sydney Pollack,Holly Hunter,158348400,Tom Cruise,Wilford Brimley,0,42000000,6.8
Burr Steers,Charlie Tahan,31136950,Augustus Prew,Valerie Tian,1,44000000,6.5
Simon West,Tony Goldwyn,29113588,Jason Statham,Mini Anden,0,40000000,6.6
Phil Lord,Dax Flame,138447667,Channing Tatum,Rob Riggle,2,42000000,7.2
Roger Michell,Clarke Peters,116006080,Julia Roberts,Dylan Moran,1,42000000,7
Peter Lord,Miranda Richardson,106793915,Imelda Staunton,Julia Sawalha,0,45000000,7
John Hamburg,Masi Oka,87856565,Philip Seymour Hoffman,Debra Messing,1,42000000,5.9
Reginald Hudlin,Eartha Kitt,70100000,John Witherspoon,Geoffrey Holder,1,40000000,5.4
Paul Feig,William Xifaras,159578352,Michael Rapaport,Demián Bichir,7,43000000,6.6
Joseph L. Mankiewicz,Richard Burton,57750000,Martin Landau,Roddy McDowall,2,31115000,7
Frank Coraci,Reggie Lee,45290318,Salma Hayek,Charice,2,42000000,6.5
Carl Franklin,Adam Scott,41543207,Morgan Freeman,Bruce Davison,1,42000000,6.3
Barbra Streisand,Austin Pendleton,41252428,Jeff Bridges,Mimi Rogers,0,42000000,6.5
Mark Pellington,Will Patton,35228696,Debra Messing,David Eigenberg,0,32000000,6.5
Larry Charles,Elton John,59992760,Bono,Slash,1,42000000,5.8
John Glen,Talisa Soto,34667015,Robert Davi,Anthony Zerbe,0,32000000,6.6
Catherine Hardwicke,Billy Burke,37652565,Gary Oldman,Virginia Madsen,2,42000000,5.4
John Herzfeld,Charlize Theron,24375436,Robert De Niro,Kelsey Grammer,1,42000000,6.1
Annabel Jankel,Fisher Stevens,20915465,Bob Hoskins,Fiona Shaw,0,42000000,4
Andrew Niccol,Jeremy Crutchley,24127895,Nicolas Cage,Jared Burke,2,50000000,7.6
Yimou Zhang,Tony Chiu Wai Leung,84961,Jet Li,Maggie Cheung,4,31000000,7.9
Julie Anne Robinson,Debbie Reynolds,26404753,Fisher Stevens,Patrick Fischler,1,40000000,5.3
Evan Goldberg,Randall Park,6105175,James Franco,Anders Holm,4,44000000,6.6
Sngmoo Lee,Dong-gun Jang,5664251,Tony Cox,Jed Brophy,1,45000000,6.3
,Gavin MacLeod,,Tim Conway,Bob Hastings,1,,7.5
